property_type,price_aprox_usd,surface_covered_in_m2,lat,lon,state
apartment,74621.65,80.0,19.35066,-99.122212,Distrito Federal
house,76940.5,120.0,19.34448,-99.058503,Distrito Federal
apartment,48581.99,66.0,23.634501,-102.552788,Distrito Federal
apartment,236891.6,47.0,19.409369,-99.171906,Distrito Federal
apartment,81196.95,86.0,19.351277,-99.221244,Distrito Federal
house,5000000.0,1325.0,19.4066702,-99.2278752,Distrito Federal
apartment,48191.69,60.0,19.383446,-99.137643,Distrito Federal
apartment,43729.78,54.0,19.375278,-99.205132,Distrito Federal
apartment,263056.39,165.0,21.1110732141,-86.8539552391,Quintana Roo
apartment,38039.64,80.0,19.52589,-99.151703,Distrito Federal
house,1130000.0,484.0,19.286903,-99.1672076,Distrito Federal
house,1053979.56,379.0,19.3876226,-99.1853633,Distrito Federal
house,237089.17,325.0,21.18041,-86.825673,Quintana Roo
house,147557.13,268.0,21.203037,-86.806343,Quintana Roo
apartment,332003.56,151.0,19.3309328,-99.2258874,Distrito Federal
apartment,98810.58,75.0,19.2660749,-99.2284223,Distrito Federal
apartment,32138.75,54.0,19.505199,-99.155991,Distrito Federal
apartment,189716.32,150.0,19.2775156,-99.1645304,Distrito Federal
house,158059.45,320.0,19.315969,-99.268462,Distrito Federal
apartment,90115.25,100.0,19.348706,-99.186108,Distrito Federal
house,685086.71,480.0,19.34189,-99.166374,Distrito Federal
apartment,78679.57,60.0,19.368364,-99.293257,Distrito Federal
apartment,62844.43,70.0,19.485465,-99.13018,Distrito Federal
house,85372.34,200.0,19.287738,-99.220264,Distrito Federal
house,579688.75,500.0,21.161908,-86.8515279,Quintana Roo
apartment,177695.7,83.0,19.300302,-99.112552,Distrito Federal
apartment,104319.23,85.0,19.44661,-99.160309,Distrito Federal
house,21074.59,50.0,21.138009,-86.842294,Benito Juárez
house,139619.18,320.0,21.117184,-86.849105,Quintana Roo
house,63381.84,152.0,19.524143,-99.160149,Distrito Federal
apartment,482195.65,161.0,19.304177072,-99.2225289345,Distrito Federal
house,98633.83,193.0,19.345821,-99.127943,Distrito Federal
house,795000.0,0.0,20.3868736,-87.3236335,Quintana Roo
apartment,63013.03,74.0,20.6538430931,-87.0860561728,Quintana Roo
house,51158.57,236.0,22.356106,-102.873772,Zacatecas
apartment,44167.29,49.0,19.357981,-99.080612,Distrito Federal
apartment,62907.66,60.0,23.634501,-102.552788,Distrito Federal
apartment,24421.23,50.0,19.410904,-99.144807,Distrito Federal
apartment,263432.41,154.0,19.389791,-99.164696,Distrito Federal
apartment,108270.72,60.0,19.375412,-99.144234,Distrito Federal
apartment,185000.0,145.0,20.613375,-87.089897,Quintana Roo
house,265000.0,207.0,20.6256382398,-87.0891513884,Quintana Roo
apartment,40051.22,70.0,19.370272,-99.149127,Distrito Federal
apartment,368805.38,106.0,19.438021,-99.188566,Distrito Federal
apartment,57000.0,50.0,20.503029,-87.222649,Quintana Roo
house,175972.85,432.0,19.449268,-99.089926,Distrito Federal
house,490000.0,295.0,20.609392,-87.096623,Quintana Roo
apartment,415696.35,150.0,19.393431,-99.175782,Distrito Federal
apartment,122408.24,175.0,19.397686,-99.161395,Distrito Federal
house,2213357.08,1118.0,19.3234957,-99.210996,Distrito Federal
house,237089.17,296.0,19.523924,-99.151918,Distrito Federal
house,134382.39,300.0,19.334738,-99.176758,Distrito Federal
apartment,53160.66,42.0,19.487401,-99.117299,Distrito Federal
house,250000.0,2000.0,20.8482492,-86.876106,Quintana Roo
house,30333.45,90.0,19.33923,-99.218987,Distrito Federal
apartment,290000.0,126.0,21.129547,-86.817017,Quintana Roo
apartment,172440.85,110.0,19.386821,-99.164805,Distrito Federal
apartment,131716.2,164.0,19.391074,-99.165737,Distrito Federal
house,107758.08,110.0,23.634501,-102.552788,Distrito Federal
apartment,85021.0,450.0,19.349874,-99.12506,Distrito Federal
house,358268.08,229.0,19.318155,-99.220718,Distrito Federal
apartment,26870.1,70.0,19.361468,-99.083751,Distrito Federal
apartment,151546.45,49.0,19.4028827625,-99.1687436511,Distrito Federal
apartment,68070.93,70.0,19.400731,-99.125466,Distrito Federal
apartment,51770.26,110.0,19.357596,-99.107303,Distrito Federal
house,51833.66,64.0,19.31672,-99.086374,Distrito Federal
apartment,115278.02,113.0,19.431756,-99.161923,Distrito Federal
house,4700000.0,796.0,19.352129,-99.276293,Distrito Federal
house,35571.81,57.0,20.4973693692,-86.940050628,Quintana Roo
apartment,78521.47,55.0,19.457911,-99.144234,Distrito Federal
apartment,1614122.0,251.0,19.4354835,-99.2106606,Distrito Federal
apartment,96732.66,71.0,19.3905096814,-99.1797745215,Distrito Federal
apartment,47348.86,43.0,19.443592,-99.121407,Distrito Federal
apartment,209741.93,108.0,19.390031,-99.174182,Distrito Federal
house,135931.12,208.0,21.11222,-86.852182,Quintana Roo
apartment,150830.86,78.0,19.364891,-99.148384,Distrito Federal
apartment,100000.0,91.0,20.626583,-87.078659,Quintana Roo
apartment,98787.15,75.0,19.284672,-99.220367,Distrito Federal
apartment,33543.69,75.0,19.422817,-99.058911,Distrito Federal
apartment,226102.91,141.0,19.334242357,-99.240411222,Distrito Federal
apartment,57375.58,66.0,19.448847,-99.17845,Distrito Federal
apartment,62117.36,189.0,19.402991,-99.173922,Distrito Federal
apartment,98030.63,117.0,21.082655,-86.857162,Quintana Roo
apartment,225400.0,90.0,20.6343104242,-87.07218647,Quintana Roo
house,115910.26,150.0,19.255997,-99.087524,Distrito Federal
house,474178.35,410.0,19.485292,-99.119214,Distrito Federal
apartment,69299.15,57.0,19.406622,-99.124168,Distrito Federal
apartment,55320.8,65.0,19.436561,-99.15195,Distrito Federal
apartment,48631.2,490.0,19.28008,-99.217066,Distrito Federal
apartment,35107.0,71.0,19.2812307923,-99.1871774197,Distrito Federal
apartment,163328.09,100.0,19.394358,-99.177444,Distrito Federal
apartment,75394.35,60.0,19.46646,-99.16088,Distrito Federal
apartment,210247.84,107.0,19.3765891,-99.1531067,Distrito Federal
apartment,21074.59,60.0,19.332034,-99.062028,Distrito Federal
apartment,98787.15,75.0,19.291964,-99.221756,Distrito Federal
apartment,251637.62,133.0,19.394073,-99.153915,Distrito Federal
apartment,175176.67,90.0,19.5324951,-99.1407725,Distrito Federal
apartment,44520.07,79.0,19.41973,-99.111403,Distrito Federal
apartment,175273.05,100.0,19.428324,-99.176337,Distrito Federal
house,202891.06,264.0,21.1113134241,-86.8480865657,Quintana Roo
apartment,44783.51,56.0,19.392349,-99.07093,Distrito Federal
apartment,197621.16,125.0,19.33923,-99.218987,Distrito Federal
house,79029.72,279.0,19.352972,-99.238373,Distrito Federal
apartment,47417.83,66.0,19.384327,-99.215523,Distrito Federal
apartment,135225.12,65.0,19.298168,-99.113106,Distrito Federal
house,447835.11,450.0,21.161908,-86.8515279,Quintana Roo
house,632237.8,570.0,19.3470575,-99.2965778,Distrito Federal
apartment,115910.26,80.0,19.38512,-99.164668,Distrito Federal
house,76764.8,160.0,19.461966,-99.093056,Distrito Federal
apartment,39887.51,70.0,19.38828,-99.195529,Distrito Federal
apartment,53158.13,95.0,19.39365,-99.14769,Distrito Federal
house,233675.09,350.0,19.319931,-99.149071,Distrito Federal
apartment,89567.02,64.0,19.410307,-99.065399,Distrito Federal
apartment,323000.0,133.0,20.637302,-87.068844,Quintana Roo
apartment,79029.72,67.0,19.428152,-99.106194,Distrito Federal
apartment,658737.22,298.0,19.3583853,-99.2085429,Distrito Federal
apartment,45837.24,50.0,19.404515,-99.059758,Distrito Federal
apartment,711436.2,250.0,19.4334011,-99.1873074,Distrito Federal
apartment,172177.53,80.0,23.634501,-102.552788,Distrito Federal
apartment,46954.78,80.0,19.378533,-99.187561,Distrito Federal
apartment,131747.44,91.0,19.377651,-99.128459,Distrito Federal
house,169123.61,250.0,19.365175,-99.230064,Distrito Federal
apartment,50052.15,67.0,19.443178,-99.144234,Distrito Federal
apartment,1315000.0,311.0,19.4332386,-99.1933503,Distrito Federal
apartment,52665.4,45.0,19.416979,-99.144176,Distrito Federal
apartment,36037.55,74.0,19.506875,-99.107449,Distrito Federal
house,2600000.0,700.0,19.401079,-99.24807,Distrito Federal
apartment,87459.56,100.0,19.335921,-99.168726,Distrito Federal
house,25289.51,62.0,22.754813,-102.603387,Zacatecas
apartment,71653.61,80.0,19.391834,-99.188695,Distrito Federal
house,908841.84,500.0,19.343783,-99.187229,Distrito Federal
house,55320.8,132.0,19.440334,-99.171497,Distrito Federal
house,1844026.93,1200.0,19.360235,-99.180964,Distrito Federal
apartment,45802.15,65.0,19.456439,-99.144414,Distrito Federal
house,104354.32,253.0,19.392937,-99.263313,Distrito Federal
house,85352.1,160.0,22.745473,-102.597508,Zacatecas
house,100677.54,163.0,20.6544441937,-87.0865758508,Quintana Roo
apartment,19498.62,0.0,19.4497489958,-99.1629087925,Distrito Federal
apartment,734623.75,240.0,19.401079,-99.24807,Distrito Federal
house,97101.18,89.0,19.323772,-99.116562,Distrito Federal
apartment,55333.92,90.0,19.282522,-99.145634,Distrito Federal
apartment,44520.07,65.0,19.41973,-99.111403,Distrito Federal
house,260859.94,280.0,19.317389,-99.224622,Distrito Federal
apartment,39409.48,52.0,19.438641,-99.098522,Distrito Federal
house,363536.73,480.0,21.158964,-86.845937,Quintana Roo
apartment,30417.64,54.0,19.342342,-99.026005,Distrito Federal
house,298697.8,250.0,19.290953,-99.124863,Distrito Federal
apartment,192351.27,125.0,19.3349552,-99.2233579,Distrito Federal
house,105372.96,140.0,19.420166,-99.220367,Distrito Federal
apartment,52686.48,61.0,19.376392,-99.192439,Distrito Federal
house,242415.29,187.0,19.3037588,-99.1142505,Distrito Federal
house,47780.42,70.0,19.309208,-99.171906,Distrito Federal
house,59579.87,170.0,19.283032,-99.22548,Distrito Federal
apartment,73761.07,112.0,19.336195,-99.23692,Distrito Federal
house,104319.23,180.0,19.499457,-99.111937,Distrito Federal
apartment,115910.26,72.0,19.4447238,-99.1719095,Distrito Federal
apartment,51000.51,56.0,19.345893,-99.067395,Distrito Federal
house,395242.33,419.0,19.3271667,-99.2245237,Distrito Federal
apartment,73778.56,71.0,19.444723,-99.186447,Distrito Federal
apartment,30322.07,60.0,19.509401,-99.203751,Distrito Federal
apartment,191500.0,56.0,20.626583,-87.078659,Solidaridad
house,137017.34,250.0,19.449408,-99.069566,Distrito Federal
apartment,157295.49,75.0,19.39365,-99.14769,Distrito Federal
apartment,152719.99,62.0,19.39365,-99.14769,Distrito Federal
apartment,202605.03,90.0,19.409369,-99.171906,Distrito Federal
house,1850000.0,408.0,21.129547,-86.817017,Quintana Roo
house,322366.46,290.0,19.449514,-99.160921,Distrito Federal
house,131716.2,170.0,19.300434,-99.23413,Distrito Federal
apartment,57955.13,14055.0,19.394073,-99.153915,Distrito Federal
house,176499.72,350.0,19.317653,-99.236291,Distrito Federal
apartment,168636.73,0.0,21.129547,-86.817017,Quintana Roo
apartment,118207.92,150.0,19.380747,-99.155304,Distrito Federal
apartment,419200.0,125.0,20.626583,-87.078659,Quintana Roo
apartment,159640.04,127.0,19.370852,-99.137551,Distrito Federal
apartment,332662.45,120.0,19.405298,-99.164986,Distrito Federal
house,128028.15,95.0,19.300716,-99.108312,Distrito Federal
apartment,28977.56,65.0,19.361385,-99.246689,Distrito Federal
apartment,57733.84,80.0,19.376456,-99.145563,Distrito Federal
apartment,145185.68,60.0,19.357824,-99.286752,Distrito Federal
house,167530.05,238.0,19.3437444,-99.1561883,Distrito Federal
house,68492.42,96.0,19.469769,-99.157379,Distrito Federal
apartment,39524.23,60.0,19.387651,-99.142257,Distrito Federal
apartment,390000.0,185.0,21.1721465895,-86.818202734,Quintana Roo
house,202842.96,295.0,21.140179,-86.828308,Quintana Roo
apartment,52159.61,42.0,19.469681,-99.086136,Distrito Federal
house,50507.47,163.0,19.285891,-99.108269,Distrito Federal
house,31980.69,80.0,21.151917,-86.899796,Benito Juárez
apartment,48998.42,60.0,19.332495,-99.168057,Distrito Federal
house,47429.08,0.0,20.6722013128,-87.0732244849,Quintana Roo
apartment,71390.18,227.0,19.451781,-99.152476,Distrito Federal
house,131716.2,200.0,19.303833,-99.107831,Distrito Federal
house,147557.13,320.0,19.340768,-99.210494,Distrito Federal
apartment,194939.99,60.0,19.443178,-99.20237,Distrito Federal
house,1950000.0,730.0,19.401079,-99.24807,Distrito Federal
store,265075.86,300.0,19.327168,-99.224525,Distrito Federal
house,842983.74,575.0,19.30198,-99.205416,Distrito Federal
apartment,328236.79,137.0,19.358585,-99.185753,Distrito Federal
apartment,36915.68,75.0,19.504985,-99.208557,Distrito Federal
house,384611.33,412.0,19.300732,-99.112828,Distrito Federal
house,1600000.0,802.0,19.390415,-99.254997,Distrito Federal
house,305581.6,450.0,21.129547,-86.817017,Quintana Roo
apartment,81664.04,90.0,19.436516,-99.173988,Distrito Federal
house,32159.82,80.0,19.325608,-99.06112,Distrito Federal
house,124340.1,115.0,19.272161,-99.166433,Distrito Federal
apartment,86142.4,346.0,19.397983,-99.146696,Distrito Federal
apartment,174140.42,80.0,19.383952,-99.160229,Distrito Federal
apartment,66989.12,80.0,19.397356,-99.149456,Distrito Federal
apartment,130026.02,355.0,23.634501,-102.552788,Distrito Federal
apartment,764135.18,300.0,19.390415,-99.254997,Distrito Federal
apartment,106690.12,60.0,19.328833,-99.133163,Distrito Federal
house,142253.5,320.0,19.300696,-99.069651,Distrito Federal
apartment,168636.73,230.0,21.145283,-86.822662,Quintana Roo
apartment,116331.75,60.0,19.300642,-99.11401,Distrito Federal
apartment,193000.0,85.0,20.1999029736,-87.4550771713,Quintana Roo
apartment,100128.05,85.0,19.3935712,-99.113412,Distrito Federal
house,131716.2,291.0,19.506042,-99.153915,Distrito Federal
house,90146.57,208.0,19.300158,-99.058495,Distrito Federal
apartment,60287.63,80.0,19.468775,-99.115636,Distrito Federal
apartment,56752.32,63.0,19.2990233,-99.0436467,Distrito Federal
apartment,21343.08,43.0,19.342083,-99.0532159,Distrito Federal
house,97772.41,124.0,19.281164,-99.20237,Distrito Federal
house,434766.56,241.0,19.3167357,-99.2293233,Distrito Federal
apartment,17333.85,57.0,23.634501,-102.552788,Quintana Roo
house,97772.41,124.0,19.281164,-99.20237,Distrito Federal
apartment,255529.44,180.0,23.634501,-102.552788,Distrito Federal
house,59058.01,154.0,19.383451,-99.031827,Distrito Federal
apartment,173865.39,110.0,19.394073,-99.153915,Distrito Federal
apartment,180230.5,104.0,19.365766,-99.263112,Distrito Federal
apartment,215000.0,119.0,20.503686967,-87.22427845,Quintana Roo
apartment,1368270.0,297.0,19.435352,-99.210749,Distrito Federal
house,579688.75,714.0,21.161908,-86.8515279,Quintana Roo
house,100128.05,200.0,19.2449770188,-99.0763539076,Distrito Federal
house,205420.61,245.0,19.270576,-99.222443,Distrito Federal
house,184393.72,242.0,19.282289,-99.110322,Distrito Federal
apartment,38206.75,70.0,19.370272,-99.149127,Distrito Federal
apartment,71126.75,90.0,19.473486,-99.185753,Distrito Federal
house,97493.1,115.0,19.366143,-99.145896,Distrito Federal
apartment,44783.51,56.0,19.392349,-99.07093,Distrito Federal
apartment,1700000.0,402.0,19.392937,-99.263313,Distrito Federal
apartment,316193.86,90.0,19.4374999,-99.1873839,Distrito Federal
house,66400.71,120.0,21.149214,-86.874092,Quintana Roo
house,33550.27,120.0,19.511898,-99.099573,Distrito Federal
apartment,310923.97,310.0,21.1659535914,-86.8196457624,Quintana Roo
apartment,54056.33,46.0,19.426263,-99.144483,Distrito Federal
apartment,77975.99,69.0,19.392025,-99.135302,Distrito Federal
apartment,131747.44,252.0,19.381097,-99.157704,Distrito Federal
apartment,44167.29,49.0,19.357981,-99.080612,Distrito Federal
apartment,110114.75,75.0,19.387579,-99.170353,Distrito Federal
apartment,30828.86,60.0,19.415783,-99.060391,Distrito Federal
apartment,47681.26,84.0,19.304501,-99.123121,Distrito Federal
house,530000.0,544.0,20.507163,-87.223612,Quintana Roo
house,244119.0,158.0,20.2088602,-87.4653115,Quintana Roo
house,197884.66,236.0,21.1773908,-86.8179817,Quintana Roo
apartment,71653.61,80.0,19.398732,-99.185244,Distrito Federal
apartment,44783.51,50.0,19.317698,-99.061256,Distrito Federal
apartment,225498.15,74.0,19.405298,-99.164986,Distrito Federal
apartment,44045.9,64.0,19.410215,-99.14595,Distrito Federal
apartment,598634.09,324.0,21.1902642,-86.8198375,Quintana Roo
house,421591.82,458.0,19.2691183965,-99.127600193,Distrito Federal
apartment,24762.64,55.0,19.465349,-99.150474,Distrito Federal
apartment,71196.31,60.0,19.364257,-99.161918,Distrito Federal
apartment,289775.66,54.0,23.634501,-102.552788,Distrito Federal
house,31611.89,240.0,23.634501,-102.552788,Zacatecas
apartment,46364.1,70.0,19.39617,-99.13791,Distrito Federal
apartment,158939.31,1137.0,19.393431,-99.175782,Distrito Federal
apartment,129643.89,100.0,19.367065,-99.172099,Distrito Federal
apartment,247685.19,135.0,23.634501,-102.552788,Distrito Federal
house,52698.97,160.0,22.763027,-102.544705,Zacatecas
house,144922.18,220.0,19.451759,-99.054804,Distrito Federal
apartment,46364.1,70.0,19.39617,-99.13791,Distrito Federal
apartment,211799.66,120.0,19.361753,-99.171279,Distrito Federal
apartment,197621.16,97.0,19.2464696,-99.1013498,Distrito Federal
house,4000000.0,900.0,19.400524,-99.230064,Distrito Federal
apartment,80153.68,70.0,19.445742,-99.159469,Distrito Federal
apartment,151737.07,110.0,19.350054,-99.123847,Distrito Federal
apartment,633923.77,244.0,19.404309,-99.254934,Distrito Federal
apartment,106005.2,180.0,19.387209,-99.222038,Distrito Federal
house,210745.93,330.0,21.129547,-86.817017,Quintana Roo
house,60603.82,90.0,19.35667,-99.235854,Distrito Federal
house,474290.8,320.0,19.287188,-99.170525,Distrito Federal
apartment,32770.99,50.0,19.442774,-99.154919,Distrito Federal
house,76746.6,90.0,19.452119,-99.093016,Distrito Federal
house,1133028.03,450.0,19.327168,-99.224525,Distrito Federal
apartment,85352.1,58.0,19.386852,-99.194748,Distrito Federal
apartment,72314.83,70.0,19.445816,-99.170462,Distrito Federal
apartment,97750.97,70.0,19.371132,-99.173156,Distrito Federal
apartment,416170.53,150.0,19.395297,-99.174588,Distrito Federal
apartment,81664.04,90.0,19.441043,-99.175585,Distrito Federal
house,118544.58,144.0,21.152766,-86.852376,Quintana Roo
apartment,60603.82,62.0,19.3674239,-99.2002892,Distrito Federal
apartment,38829.93,75.0,19.448187,-99.161176,Distrito Federal
apartment,237089.17,115.0,19.394073,-99.153915,Distrito Federal
house,1512460.67,400.0,21.1640090481,-86.82033518,Quintana Roo
apartment,44666.44,85.0,19.388044,-99.185753,Distrito Federal
house,104664.75,180.0,19.363702,-99.153695,Distrito Federal
house,202891.06,350.0,19.3782351,-99.2204876,Distrito Federal
