property_type,price_aprox_usd,surface_covered_in_m2,lat,lon,state
apartment,121800.61,67.0,19.446829,-99.159454,Distrito Federal
apartment,950000.0,0.0,21.1902642,-86.8198375,Quintana Roo
house,71126.75,0.0,20.6571911553,-87.0506429672,Quintana Roo
store,411657.04,397.0,19.42319,-99.159651,Distrito Federal
house,215751.15,210.0,20.65593,-87.05368,Quintana Roo
house,194939.99,150.0,19.405134,-99.19269,Distrito Federal
house,136984.85,90.0,19.302349,-99.014275,Distrito Federal
apartment,191992.91,165.0,21.110701388,-86.8537387869,Quintana Roo
house,324787.8,242.0,19.387146,-99.166124,Distrito Federal
house,632387.73,300.0,19.401079,-99.24807,Distrito Federal
apartment,31769.94,45.0,19.305265,-99.050061,Distrito Federal
store,4000000.0,500.0,19.486397,-99.117309,Distrito Federal
apartment,23076.67,45.0,19.306187,-99.055725,Distrito Federal
apartment,121307.77,76.0,19.446829,-99.159454,Distrito Federal
apartment,685086.71,300.0,19.3844626,-99.2536012,Distrito Federal
house,98260.29,147.0,21.082655,-86.857162,Quintana Roo
apartment,48998.42,106.0,19.458391,-99.18571,Distrito Federal
house,468909.7,494.0,21.107132,-86.843744,Quintana Roo
house,479447.0,385.0,19.35886,-99.175384,Distrito Federal
house,263494.89,221.0,19.2573102,-99.1671515,Distrito Federal
house,205477.28,350.0,19.336828,-99.135239,Distrito Federal
apartment,73919.13,90.0,19.313878,-99.094271,Distrito Federal
apartment,209692.2,108.0,19.390031,-99.174182,Distrito Federal
house,147522.15,313.0,19.276466,-99.222443,Distrito Federal
house,200256.11,270.0,19.365156,-99.1138,Distrito Federal
apartment,262177.41,70.0,19.4195256,-99.162549,Distrito Federal
apartment,68966.6,42.0,19.300869,-99.144271,Distrito Federal
apartment,205477.28,102.0,19.330258,-99.248987,Distrito Federal
apartment,140600.0,36.0,20.626583,-87.078659,Solidaridad
apartment,167964.51,83.0,19.305561,-99.171219,Distrito Federal
apartment,466385.95,183.0,19.3753436887,-99.1658299617,Distrito Federal
apartment,55847.67,66.0,19.305561,-99.171219,Distrito Federal
apartment,52159.61,76.0,19.441821,-99.156452,Distrito Federal
apartment,52686.48,70.0,19.417363,-99.068463,Distrito Federal
house,92570.15,162.0,19.358573,-99.078609,Distrito Federal
apartment,79029.72,50.0,19.404661,-99.133858,Distrito Federal
apartment,39946.89,60.0,19.396502,-99.128797,Distrito Federal
apartment,52159.61,42.0,19.469681,-99.086136,Distrito Federal
house,563879.06,258.0,19.3360288,-99.2021638,Distrito Federal
apartment,50901.94,71.0,19.335419,-99.119331,Distrito Federal
apartment,185000.0,160.0,20.672801086,-87.039758563,Quintana Roo
apartment,3600000.0,430.0,19.433077,-99.198212,Distrito Federal
house,1000000.0,920.0,21.1086761729,-86.8513916528,Quintana Roo
apartment,79029.72,60.0,19.482603,-99.194748,Distrito Federal
apartment,47348.86,43.0,19.443592,-99.121407,Distrito Federal
apartment,79029.72,65.0,19.329109,-99.127632,Distrito Federal
apartment,67085.79,85.0,19.384371,-99.135965,Distrito Federal
apartment,39356.8,200.0,19.338544,-99.08121,Distrito Federal
apartment,306371.9,117.0,19.417364,-99.159454,Distrito Federal
apartment,35370.17,70.0,19.466659,-99.188824,Distrito Federal
apartment,245050.24,145.0,19.3414129,-99.2290163,Distrito Federal
house,41095.45,25.0,20.65593,-87.05368,Quintana Roo
apartment,57164.83,80.0,19.279682,-99.208766,Distrito Federal
house,790484.67,400.0,19.3465231,-99.1912897,Distrito Federal
apartment,44783.51,70.0,19.412142,-99.146127,Distrito Federal
apartment,34825.76,65.0,19.493185,-99.205755,Distrito Federal
house,41105.2,105.0,21.170783,-86.88634,Quintana Roo
apartment,218700.75,88.0,19.3427258513,-99.1475611925,Distrito Federal
house,553339.27,286.0,19.3329086,-99.2322038,Distrito Federal
house,400417.27,250.0,19.328841,-99.141614,Distrito Federal
apartment,68460.71,85.0,19.501543,-99.206177,Distrito Federal
house,736731.71,605.0,19.305145,-99.194061,Distrito Federal
apartment,200000.0,170.0,21.076011,-86.776929,Quintana Roo
apartment,121178.91,80.0,19.393865,-99.166391,Distrito Federal
apartment,59549.84,59.0,19.368281,-99.293229,Distrito Federal
house,142516.93,137.0,19.301248,-99.14055,Distrito Federal
apartment,450000.0,180.0,20.6295586,-87.0738851,Quintana Roo
apartment,52516.51,47.0,19.439253,-99.163605,Distrito Federal
apartment,152790.8,92.0,19.394358,-99.177444,Distrito Federal
apartment,110000.0,0.0,20.6374777,-87.081612,Quintana Roo
apartment,163893.82,220.0,19.383952,-99.160229,Distrito Federal
store,131747.44,300.0,18.493295,-88.395483,Quintana Roo
house,117490.85,250.0,19.490943,-99.075738,Distrito Federal
house,49258.7,90.0,19.410177,-99.08268,Distrito Federal
apartment,32138.75,75.0,19.446253,-99.157519,Distrito Federal
apartment,255529.44,114.0,19.394073,-99.153915,Distrito Federal
apartment,71143.62,60.0,19.444888,-99.171777,Distrito Federal
apartment,200208.63,0.0,21.129547,-86.817017,Quintana Roo
house,31611.89,70.0,23.634501,-102.552788,Zacatecas
apartment,44664.8,19.0,19.439716,-99.152892,Distrito Federal
apartment,180187.77,90.0,19.365766,-99.263112,Distrito Federal
apartment,265000.0,138.0,20.63659,-87.068674,Quintana Roo
apartment,63750.64,76.0,19.365088,-99.148127,Distrito Federal
house,158586.31,62.0,19.370721,-99.189428,Distrito Federal
house,878810.54,1068.0,19.324226,-99.211615,Distrito Federal
house,375549.25,370.0,19.508428,-99.125896,Distrito Federal
apartment,508018.14,430.0,21.1515356079,-86.8187499046,Quintana Roo
apartment,135000.0,73.0,21.1457319983,-86.7889344692,Quintana Roo
apartment,238669.77,191.0,19.403014,-99.158422,Distrito Federal
house,231348.51,350.0,19.481972,-99.199944,Distrito Federal
house,900000.0,450.0,21.0906563,-86.7717484,Quintana Roo
house,197621.16,294.0,19.369898,-99.170603,Distrito Federal
apartment,138071.32,85.0,19.3649554,-99.1923622,Distrito Federal
apartment,309606.85,105.0,19.355921,-99.180214,Distrito Federal
apartment,255529.44,122.0,19.400959,-99.162199,Distrito Federal
apartment,309606.85,105.0,19.355921,-99.180214,Distrito Federal
apartment,900000.0,254.0,19.401079,-99.24807,Distrito Federal
apartment,77148.81,63.0,19.417923,-99.148384,Distrito Federal
apartment,305654.07,133.0,19.3973062792,-99.1587439924,Distrito Federal
apartment,342543.35,170.0,19.3612378,-99.1968667,Distrito Federal
apartment,4000000.0,580.0,19.4081535,-99.2306612,Distrito Federal
house,142569.62,318.0,19.472893,-99.078228,Distrito Federal
apartment,142253.5,55.0,19.372684,-99.183678,Distrito Federal
house,370000.0,230.0,20.6171360692,-87.0845117574,Quintana Roo
house,1000000.0,600.0,19.401079,-99.24807,Distrito Federal
house,252900.0,140.0,20.2014334456,-87.4490261078,Quintana Roo
apartment,65397.62,91.0,19.317741,-99.119331,Distrito Federal
apartment,390000.0,182.0,21.1632822196,-86.8059825897,Quintana Roo
apartment,171231.07,90.0,19.341081,-99.207597,Distrito Federal
apartment,57968.87,56.0,19.506314,-99.158182,Distrito Federal
apartment,210268.92,73.0,19.4301322,-99.1691413,Distrito Federal
apartment,44059.29,70.0,19.410215,-99.14595,Distrito Federal
house,416321.92,450.0,21.1115661446,-86.8390274048,Quintana Roo
house,113302.8,150.0,21.129547,-86.817017,Quintana Roo
apartment,121881.38,85.0,19.397523,-99.161493,Distrito Federal
apartment,67069.89,85.0,19.375733,-99.139518,Distrito Federal
apartment,150000.0,0.0,20.6193442233,-87.0948109031,Quintana Roo
apartment,89391.41,70.0,19.396747,-99.179258,Distrito Federal
apartment,44783.51,60.0,19.412142,-99.146127,Distrito Federal
apartment,66384.96,65.0,19.36269,-99.150565,Distrito Federal
house,116760.25,70.0,19.394358,-99.177444,Distrito Federal
apartment,28984.43,53.0,19.3615,-99.098587,Distrito Federal
apartment,50643.71,81.0,19.3626963,-99.1235565,Distrito Federal
apartment,96198.77,80.0,19.365865,-99.148341,Distrito Federal
apartment,450000.0,200.0,21.1295466,-86.8170132,Quintana Roo
apartment,63223.78,50.0,19.454082,-99.125206,Distrito Federal
apartment,79556.59,70.0,19.427754,-99.171109,Distrito Federal
apartment,40041.72,65.0,19.474655,-99.189277,Distrito Federal
apartment,39285.78,63.0,23.634501,-102.552788,Distrito Federal
apartment,34246.21,47.0,19.372881,-99.048586,Distrito Federal
apartment,580000.0,248.0,21.1321482,-86.8601348,Quintana Roo
store,275000.0,93.0,20.630426,-87.069193,Quintana Roo
apartment,46153.35,55.0,19.376802,-99.116562,Distrito Federal
apartment,53055.28,61.0,19.428622,-99.14602,Distrito Federal
apartment,54688.57,62.0,19.456145,-99.201167,Distrito Federal
house,310923.97,97.0,19.4149803,-99.1774462,Distrito Federal
apartment,358353.05,106.0,19.443178,-99.20237,Distrito Federal
house,342543.35,400.0,21.129547,-86.817017,Quintana Roo
apartment,154808.85,84.0,19.287598,-99.14769,Distrito Federal
house,395000.0,340.0,20.6131434373,-87.1014761925,Quintana Roo
apartment,52686.48,68.0,19.453691,-99.180039,Distrito Federal
apartment,57441.88,60.0,19.396247,-99.190282,Distrito Federal
apartment,59332.35,44.0,19.410553,-99.133858,Distrito Federal
apartment,53158.13,80.0,19.395097,-99.150424,Distrito Federal
apartment,226551.88,60.0,19.430766,-99.191251,Distrito Federal
apartment,274034.68,85.0,19.4431776,-99.2023662,Distrito Federal
house,134909.38,185.0,19.274141,-99.166374,Distrito Federal
apartment,134896.0,73.0,21.129547,-86.817017,Quintana Roo
house,40578.21,72.0,22.740947,-102.593813,Zacatecas
apartment,203896.69,80.0,19.375972,-99.159974,Distrito Federal
apartment,315592.03,135.0,19.387451,-99.175462,Distrito Federal
store,171231.07,0.0,20.6406691865,-87.0692261244,Quintana Roo
apartment,47417.83,70.0,19.305481,-99.126693,Distrito Federal
house,471544.03,410.0,19.347388,-99.23397,Distrito Federal
house,51632.75,130.0,21.12866,-86.878001,Benito Juárez
apartment,924000.0,150.0,19.4351765,-99.2004541,Distrito Federal
house,173865.39,260.0,21.149204,-86.833328,Quintana Roo
store,126447.56,0.0,21.129547,-86.817017,Quintana Roo
apartment,400459.42,132.0,19.381729,-99.164986,Distrito Federal
apartment,45257.68,68.0,19.452503,-99.120018,Distrito Federal
apartment,553208.07,245.0,19.429645,-99.20299,Distrito Federal
apartment,39155.34,65.0,19.309208,-99.171906,Distrito Federal
apartment,92875.73,40.0,19.421533,-99.163848,Distrito Federal
apartment,815000.0,284.0,21.1902642,-86.8198375,Quintana Roo
apartment,55355.89,90.0,19.368823,-99.224603,Distrito Federal
apartment,880000.0,283.0,21.1671842077,-86.8065297604,Quintana Roo
apartment,63223.78,50.0,19.454082,-99.125206,Distrito Federal
apartment,65858.1,91.0,19.339774,-99.17324,Distrito Federal
apartment,36880.53,40.0,19.46236,-99.130914,Distrito Federal
house,50579.02,123.0,21.12814,-86.87993,Benito Juárez
house,108358.49,90.0,19.452119,-99.093016,Distrito Federal
house,218543.53,240.0,19.36482,-99.220135,Distrito Federal
apartment,50262.9,10.0,19.37416,-99.107601,Distrito Federal
house,205526.01,350.0,21.158964,-86.845937,Quintana Roo
apartment,43940.52,75.0,19.410501,-99.119954,Distrito Federal
apartment,60045.21,70.0,19.402944,-99.199727,Distrito Federal
apartment,117735.94,62.0,19.4306069,-99.0949899,Distrito Federal
house,53740.21,78.0,19.300097,-99.060735,Distrito Federal
house,801024.46,300.0,19.3812857702,-99.163189888,Distrito Federal
apartment,3500000.0,0.0,21.1902642,-86.8198375,Quintana Roo
house,27818.46,90.0,20.654925,-87.108498,Quintana Roo
house,115910.26,214.0,23.634501,-102.552788,Zacatecas
apartment,122408.24,175.0,19.397686,-99.161395,Distrito Federal
apartment,142516.93,64.0,19.371342,-99.253616,Distrito Federal
house,205526.01,417.0,19.287298,-99.160997,Distrito Federal
apartment,850000.0,360.0,19.552402,-99.142799,Distrito Federal
apartment,40041.72,70.0,19.370272,-99.149127,Distrito Federal
house,273969.71,400.0,19.389235,-99.175708,Distrito Federal
apartment,88864.5,80.0,19.390271,-99.151588,Distrito Federal
apartment,175000.0,134.0,20.50564,-87.220559,Quintana Roo
apartment,121705.77,4391.0,19.392172,-99.154625,Distrito Federal
house,47956.07,188.0,19.242553,-99.098014,Distrito Federal
apartment,184499.59,102.0,19.3305615,-99.2483904,Distrito Federal
house,50739.63,195.0,19.397061,-99.184722,Distrito Federal
apartment,28984.43,0.0,19.373161,-99.130394,Distrito Federal
apartment,264765.35,91.0,19.3867842,-99.1771664,Distrito Federal
house,184446.42,290.0,20.6798476158,-87.0527458191,Quintana Roo
house,125950.55,182.0,21.1165811,-86.8474528,Quintana Roo
house,216014.58,261.0,21.1504824698,-86.8156854808,Quintana Roo
house,97493.1,216.0,21.129547,-86.817017,Quintana Roo
apartment,44520.07,70.0,19.414261,-99.104118,Distrito Federal
apartment,58640.16,488.0,19.36658,-99.149088,Distrito Federal
apartment,46890.97,50.0,19.414969,-99.13917,Distrito Federal
apartment,57222.26,92.0,19.3649315,-99.2202321,Distrito Federal
apartment,52698.97,75.0,19.370272,-99.149127,Distrito Federal
apartment,380000.0,111.0,20.626583,-87.078659,Quintana Roo
house,171178.38,210.0,19.245052,-99.085449,Distrito Federal
apartment,42849.91,80.0,19.309824,-99.045654,Distrito Federal
apartment,147557.13,80.0,19.3499358,-99.2906864,Distrito Federal
apartment,268047.75,87.0,19.3866295,-99.1749358,Distrito Federal
apartment,106581.59,78.0,19.437285,-99.174303,Distrito Federal
house,50727.6,195.0,19.397059,-99.184501,Distrito Federal
apartment,53213.34,96.0,19.389044,-99.179657,Distrito Federal
apartment,120000.0,100.0,20.6456,-87.060983,Quintana Roo
store,4000000.0,500.0,19.548568,-99.137423,Distrito Federal
house,616431.86,287.0,19.3360288,-99.2021638,Distrito Federal
apartment,39583.25,80.0,19.498877,-99.207909,Distrito Federal
apartment,737785.69,360.0,19.390415,-99.254997,Distrito Federal
apartment,476283.35,250.0,19.3118799614,-99.2428533733,Distrito Federal
house,100000.0,132.0,20.6295586,-87.0738851,Quintana Roo
apartment,51644.99,60.0,19.33427,-99.083374,Distrito Federal
apartment,158059.45,99.0,19.318989,-99.094437,Distrito Federal
house,452684.22,225.0,19.353813,-99.163605,Distrito Federal
apartment,189671.34,53.0,19.440935,-99.188522,Distrito Federal
house,141990.07,200.0,19.464928,-99.180214,Distrito Federal
apartment,40103.47,80.0,19.366632,-99.1979,Distrito Federal
apartment,20547.72,50.0,19.312223,-99.105454,Distrito Federal
apartment,36138.08,80.0,19.446915,-99.128639,Distrito Federal
house,73761.07,110.0,19.549175,-99.129107,Distrito Federal
apartment,221283.23,89.0,19.41498,-99.177444,Distrito Federal
house,115910.26,0.0,19.3006938191,-99.1083312035,Distrito Federal
apartment,1075500.0,224.0,20.6559161898,-87.0391845703,Quintana Roo
apartment,93255.07,69.0,19.472155,-99.161186,Distrito Federal
house,1159377.51,1200.0,19.401079,-99.24807,Distrito Federal
apartment,21074.59,42.0,19.442451,-99.178838,Distrito Federal
apartment,341882.59,111.0,19.361111,-99.194061,Distrito Federal
house,229075.56,110.0,19.346553,-99.236118,Distrito Federal
apartment,40028.02,58.0,19.365917,-99.196977,Distrito Federal
apartment,50936.29,50.0,19.445553,-99.097057,Distrito Federal
apartment,41622.32,50.0,19.4192243949,-99.101099968,Distrito Federal
house,143412.6,220.0,19.392349,-99.07093,Distrito Federal
house,226551.88,175.0,19.40158,-99.15333,Distrito Federal
apartment,31619.38,60.0,19.524143,-99.160149,Distrito Federal
house,258163.77,255.0,19.3178194,-99.1324714,Distrito Federal
apartment,115437.11,145.0,20.626583,-87.078659,Quintana Roo
house,150719.07,240.0,19.367025,-99.231048,Distrito Federal
apartment,54267.07,66.0,19.497521,-99.203979,Distrito Federal
apartment,83771.5,68.0,19.397983,-99.146696,Distrito Federal
apartment,57955.13,81.0,19.2947596,-99.1663731,Distrito Federal
apartment,759000.0,321.0,19.392937,-99.263313,Distrito Federal
house,176499.72,350.0,19.317922,-99.236124,Distrito Federal
apartment,37210.22,70.0,19.370272,-99.149127,Distrito Federal
house,155425.12,187.0,19.357346,-99.2879,Distrito Federal
apartment,129643.83,113.0,19.367065,-99.172099,Distrito Federal
apartment,110641.61,150.0,19.48527,-99.200287,Distrito Federal
house,410954.57,490.0,21.085934,-101.521965,Distrito Federal
house,331924.84,471.0,19.455972,-99.196498,Distrito Federal
house,163328.09,254.0,19.254851,-99.163273,Distrito Federal
house,20284.29,38.0,20.6627669954,-87.0697772965,Quintana Roo
house,113503.05,205.0,19.340847,-99.22491,Distrito Federal
apartment,136457.99,98.0,19.3777,-99.124021,Distrito Federal
apartment,34834.02,60.0,19.493185,-99.205755,Distrito Federal
apartment,526864.83,293.0,19.354509,-99.149765,Distrito Federal
apartment,71653.61,84.0,19.391819,-99.188639,Distrito Federal
apartment,38091.59,76.0,19.445743,-99.174986,Distrito Federal
apartment,26265.79,65.0,19.463957,-99.119607,Distrito Federal
apartment,213380.25,110.0,19.412635,-99.171928,Distrito Federal
apartment,110325.49,75.0,19.375626,-99.15461,Distrito Federal
apartment,193932.23,70.0,19.3984396984,-99.1601085663,Distrito Federal
apartment,79029.72,80.0,19.427754,-99.171109,Distrito Federal
house,81683.41,115.0,19.3845016369,-99.0904824436,Distrito Federal
apartment,233500.0,92.0,20.6342903431,-87.0720630884,Quintana Roo
house,146029.33,100.0,19.311805,-99.117251,Distrito Federal
apartment,34351.58,75.0,19.306198,-99.235825,Distrito Federal
apartment,216525.2,150.0,19.455666,-99.188522,Distrito Federal
house,191289.34,247.0,19.367511,-99.294879,Distrito Federal
apartment,38817.08,80.0,19.453564,-99.133092,Distrito Federal
apartment,426861.72,163.0,19.3923907,-99.1580693,Distrito Federal
house,468909.7,416.0,19.275882,-99.148657,Distrito Federal
apartment,110641.61,80.0,19.368808,-99.112954,Distrito Federal
apartment,89567.02,64.0,19.410307,-99.065399,Distrito Federal
house,1275198.17,317.0,19.371342,-99.253616,Distrito Federal
apartment,37372.26,50.0,19.456747,-99.189193,Distrito Federal
apartment,315000.0,179.0,21.0487380988,-86.7827868462,Quintana Roo
house,86953.31,180.0,21.0683147,-86.8465036,Quintana Roo
apartment,205526.01,0.0,20.5138888,-87.2394444,Quintana Roo
house,79029.72,180.0,19.368217,-99.226657,Distrito Federal
apartment,72391.22,80.0,19.543029,-99.125098,Distrito Federal
apartment,156958.3,96.0,19.341894,-99.224525,Distrito Federal
house,342543.35,410.0,21.1078596273,-86.8478572362,Quintana Roo
apartment,35510.69,64.0,19.351371,-99.161529,Distrito Federal
apartment,57691.69,65.0,19.387651,-99.142257,Distrito Federal
apartment,70516.8,60.0,19.273713,-99.120741,Distrito Federal
apartment,280000.0,112.0,20.6456,-87.060983,Quintana Roo
house,1650000.0,1000.0,19.381704,-99.2218219,Distrito Federal
apartment,233983.46,140.0,19.384037,-99.140704,Distrito Federal
house,48998.42,123.0,23.166776,-102.837134,Zacatecas
apartment,152827.03,96.0,19.3601989,-99.2994978,Distrito Federal
house,266393.33,354.0,19.35231,-99.1579,Distrito Federal
apartment,163854.96,500.0,19.386821,-99.164805,Distrito Federal
house,89588.26,165.0,20.6295586,-87.0738851,Quintana Roo
apartment,24858.52,56.0,19.342083,-99.0532159,Distrito Federal
apartment,45439.79,80.0,19.398514,-99.130366,Distrito Federal
apartment,133655.88,68.0,19.3733676,-99.1337252,Distrito Federal
apartment,86932.69,70.0,19.365156,-99.160811,Distrito Federal
apartment,171757.93,125.0,19.335116,-99.223332,Distrito Federal
apartment,75375.18,90.0,19.465454,-99.162665,Distrito Federal
apartment,650000.0,330.0,19.388153,-99.2569421,Distrito Federal
apartment,35847.88,60.0,19.453854,-99.193979,Distrito Federal
apartment,205000.0,138.0,20.5041398483,-87.2254858016,Quintana Roo
apartment,54962.71,69.0,19.2990233,-99.0436467,Distrito Federal
house,85352.1,100.0,19.287738,-99.220264,Distrito Federal
apartment,79029.72,67.0,19.428152,-99.106194,Distrito Federal
house,192312.3,230.0,19.326058,-99.216727,Distrito Federal
house,115040.93,255.0,19.40701,-99.151371,Distrito Federal
apartment,47165.58,70.0,21.129547,-86.817017,Quintana Roo
house,242357.82,350.0,19.33923,-99.218987,Distrito Federal
apartment,77551.81,60.0,19.396705,-99.181902,Distrito Federal
apartment,38091.59,80.0,19.445744,-99.174986,Distrito Federal
apartment,97381.85,180.0,19.422587,-99.175108,Distrito Federal
apartment,34421.81,50.0,19.418198,-99.144746,Distrito Federal
house,394715.34,530.0,19.3033619569,-99.1686326265,Distrito Federal
apartment,77975.99,110.0,19.396593,-99.133163,Distrito Federal
apartment,100104.31,75.0,19.381729,-99.164986,Distrito Federal
apartment,38285.52,80.0,19.328705,-99.124996,Distrito Federal
apartment,267399.71,98.0,19.394358,-99.177444,Distrito Federal
house,129081.88,190.0,19.387584,-99.208745,Distrito Federal
apartment,65873.72,73.0,19.390434,-99.019779,Distrito Federal
apartment,65858.1,50.0,19.400379,-99.131088,Distrito Federal
apartment,40832.02,1200.0,19.423086,-99.145135,Distrito Federal
apartment,44730.82,46.0,19.410307,-99.065399,Distrito Federal
house,474178.35,260.0,19.3447,-99.212753,Distrito Federal
apartment,181000.0,0.0,20.6295586,-87.0738851,Solidaridad
apartment,25789.77,56.0,19.361276,-99.007324,Distrito Federal
house,147557.13,159.0,19.525141,-99.1707525,Distrito Federal
house,247685.19,330.0,21.129547,-86.817017,Quintana Roo
house,120125.18,180.0,19.276096,-99.128322,Distrito Federal
apartment,178649.53,126.0,19.4482164,-99.1589625,Distrito Federal
apartment,291619.68,80.0,19.41498,-99.177444,Distrito Federal
house,974931.09,815.0,19.326821,-99.201437,Distrito Federal
house,192305.66,230.0,19.307093,-99.240212,Distrito Federal
apartment,126236.81,97.0,19.271467,-99.146309,Distrito Federal
house,102763.0,204.0,19.342083,-99.0532159,Distrito Federal
house,79822.08,496.0,19.352528,-99.217276,Distrito Federal
apartment,197100.13,86.0,19.380937,-99.179545,Distrito Federal
apartment,33118.72,70.0,19.403155,-99.074139,Distrito Federal
apartment,420000.0,220.0,21.1727668755,-86.8193721771,Quintana Roo
house,790484.67,395.0,19.401079,-99.24807,Distrito Federal
house,231720.42,206.0,19.432901,-99.213075,Distrito Federal
apartment,326656.19,220.0,19.430081,-99.16693,Distrito Federal
apartment,52686.48,0.0,19.4734554757,-99.1856405139,Distrito Federal
house,176499.72,350.0,19.317653,-99.236291,Distrito Federal
apartment,125835.5,64.0,19.375412,-99.144234,Distrito Federal
store,10537.29,31.0,19.366254,-99.287392,Distrito Federal
house,474290.8,397.0,19.3184047,-99.2239946,Distrito Federal
apartment,205477.28,118.0,19.314831,-99.140445,Distrito Federal
apartment,38091.59,55.0,19.449277,-99.174463,Distrito Federal
apartment,680000.0,222.0,20.626583,-87.078659,Solidaridad
apartment,336239.97,110.0,19.40571,-99.176403,Distrito Federal
house,121178.91,0.0,21.129547,-86.817017,Quintana Roo
apartment,57955.13,76.0,19.442792,-99.191379,Distrito Federal
house,198639.99,170.0,19.340844,-99.244199,Distrito Federal
apartment,268047.75,87.0,19.394358,-99.177444,Distrito Federal
apartment,375000.0,0.0,20.6112555365,-87.1007680893,Quintana Roo
apartment,59426.13,133.0,19.445032,-99.140207,Distrito Federal
apartment,65873.72,60.0,19.386852,-99.194748,Distrito Federal
apartment,38935.31,76.0,19.428554,-99.140051,Distrito Federal
house,629752.78,307.0,19.339581,-99.197517,Distrito Federal
apartment,242415.29,86.0,19.436024,-99.15461,Distrito Federal
house,110667.85,116.0,19.281164,-99.20237,Distrito Federal
apartment,225498.15,74.0,19.405298,-99.164986,Distrito Federal
apartment,258690.63,130.0,19.324216,-99.216411,Distrito Federal
apartment,7823.94,49.0,19.2833726485,-99.0550169349,Distrito Federal
house,603403.3,530.0,19.3116446,-99.2378619,Distrito Federal
house,563000.0,205.0,18.573403,-88.243105,Quintana Roo
store,4700000.0,1480.0,21.161908,-86.8515279,Quintana Roo
house,204071.52,400.0,19.399137,-99.180563,Distrito Federal
apartment,70599.88,65.0,19.398167,-99.109248,Distrito Federal
house,262905.55,263.0,19.281469,-99.128929,Distrito Federal
apartment,326656.19,137.0,19.275206,-99.218292,Distrito Federal
house,131716.2,100.0,19.479433,-99.142028,Distrito Federal
house,259470.39,304.0,19.464398,-99.113317,Distrito Federal
apartment,216014.58,95.0,19.432657,-99.177444,Distrito Federal
house,163366.83,200.0,21.1050425323,-86.9665181532,Quintana Roo
apartment,240000.0,150.0,20.6304949609,-87.0725083351,Quintana Roo
apartment,189716.32,120.0,19.384533,-99.183172,Distrito Federal
apartment,29438.36,65.0,19.491447,-99.180214,Distrito Federal
house,750000.0,738.0,20.5138888,-87.2394444,Quintana Roo
apartment,263494.89,120.0,19.301781,-99.20237,Distrito Federal
apartment,49537.03,75.0,19.418573,-99.145958,Distrito Federal
house,922232.11,819.0,19.371342,-99.253616,Distrito Federal
apartment,790000.0,285.0,21.128227235,-86.750625819,Quintana Roo
house,653312.39,485.0,19.284989,-99.1580784,Distrito Federal
apartment,48581.99,66.0,23.634501,-102.552788,Distrito Federal
house,167569.57,203.0,19.40158,-99.15333,Distrito Federal
apartment,129644.46,64.0,19.3638234,-99.1444714,Distrito Federal
apartment,68508.67,89.0,20.6610722049,-87.0638587477,Quintana Roo
apartment,265000.0,134.0,20.6161372777,-87.0842456818,Quintana Roo
house,2980000.0,532.0,20.6160505579,-87.079962194,Quintana Roo
apartment,242900.39,131.0,19.4856387,-99.1083012,Distrito Federal
house,187037.01,220.0,19.303029,-99.139237,Distrito Federal
apartment,78958.66,60.0,19.485524,-99.210631,Distrito Federal
apartment,163328.09,80.0,19.3499358,-99.2906864,Distrito Federal
apartment,30835.54,110.0,19.282895,-99.166933,Distrito Federal
apartment,29820.54,65.0,19.425063,-99.141693,Distrito Federal
house,192305.66,620.0,19.307093,-99.240212,Distrito Federal
house,624482.89,306.0,19.336697,-99.152534,Distrito Federal
apartment,24388.61,65.0,19.474655,-99.189277,Distrito Federal
apartment,163328.09,101.0,19.357464,-99.207909,Distrito Federal
house,308289.02,220.0,19.382275,-99.270241,Distrito Federal
apartment,168596.74,96.0,19.417364,-99.159454,Distrito Federal
apartment,113170.56,75.0,19.391506,-99.160102,Distrito Federal
apartment,45461.61,70.0,19.368628,-99.070683,Distrito Federal
house,465529.18,308.0,19.3383272449,-99.2423719168,Distrito Federal
apartment,72692.17,102.0,19.479366,-99.185756,Distrito Federal
apartment,131747.44,96.0,20.6751901171,-87.0422315598,Quintana Roo
apartment,30322.07,70.0,19.51119,-99.19437,Distrito Federal
apartment,858789.68,277.0,19.355921,-99.180214,Distrito Federal
house,664903.42,325.0,19.284214,-99.168135,Distrito Federal
apartment,288526.9,190.0,21.129547,-86.817017,Quintana Roo
house,320409.78,224.0,19.394073,-99.153915,Distrito Federal
apartment,36836.58,72.0,19.363524,-99.247303,Distrito Federal
house,197574.31,262.0,19.271181,-99.137314,Distrito Federal
store,32673.36,20.0,19.4306069,-99.0949899,Distrito Federal
apartment,103922.38,104.0,19.302422,-99.230829,Distrito Federal
apartment,165474.79,100.0,19.3605334,-99.2267067,Distrito Federal
apartment,79938.86,55.0,19.39801,-99.115035,Distrito Federal
apartment,156706.83,70.0,19.386821,-99.164805,Distrito Federal
apartment,61626.9,116.0,19.39942,-99.141673,Distrito Federal
house,23870.55,68.0,19.371745,-99.212281,Distrito Federal
house,621847.94,590.0,19.345833,-99.2341946,Distrito Federal
apartment,79443.7,75.0,19.385989,-99.186285,Distrito Federal
house,316193.86,186.0,18.5046189045,-88.3143496513,Quintana Roo
house,89088.78,200.0,19.30044,-99.108284,Distrito Federal
apartment,73251.57,52.0,19.402751,-99.098584,Distrito Federal
apartment,143570.66,167.0,21.162626,-86.834587,Quintana Roo
